iter	RMSE
857	11989.02419
858	11985.11043
859	11978.95131
860	11973.33754
861	11965.7334
862	11957.05984
863	11948.0279
864	11941.17482
865	11934.73558
866	11930.77087
867	11923.50484
868	11911.57522
869	11900.27969
870	11891.4836
871	11886.60175
872	11881.21767
873	11873.7029
874	11865.76264
875	11857.80349
876	11848.79808
877	11841.70261
878	11835.57459
879	11829.1753
880	11823.97835
881	11818.3777
882	11813.43877
883	11806.35162
884	11796.05113
885	11788.01856
886	11775.59283
887	11768.9675
888	11761.75971
889	11757.42472
890	11752.9718
891	11747.68028
892	11739.72272
893	11735.38895
894	11729.8276
895	11720.29616
896	11711.51418
897	11704.64153
898	11698.7902
899	11692.56401
900	11684.46519
901	11676.54411
902	11664.43498
903	11658.55312
904	11647.42876
905	11642.55893
906	11634.9826
907	11630.81427
908	11624.8642
909	11615.37407
910	11608.54165
911	11602.76789
912	11591.43393
913	11584.75698
914	11580.05054
915	11575.72251
916	11567.37002
917	11561.21169
918	11556.23236
919	11551.25723
920	11539.43173
921	11528.93127
922	11519.98376
923	11511.88699
924	11506.68003
925	11499.24041
926	11494.12357
927	11487.42487
928	11481.37958
929	11471.68027
930	11461.94096
931	11454.97076
932	11446.74111
933	11441.94299
934	11436.56397
935	11428.05429
936	11422.53963
937	11419.59246
938	11415.28895
939	11407.56138
940	11404.40524
941	11396.1176
942	11390.91696
943	11384.8828
944	11373.65951
945	11367.28728
946	11355.56941
947	11347.1255
948	11340.30129
949	11334.53336
950	11325.81239
951	11323.51472
952	11317.48241
953	11308.69273
954	11303.58944
955	11295.33867
956	11292.4621
957	11287.32633
958	11280.20732
959	11274.93144
960	11267.68161
961	11262.25462
962	11253.92487
963	11248.09432
964	11242.79203
965	11237.21825
966	11228.49804
967	11222.73891
968	11220.01064
969	11209.20472
970	11200.88952
971	11199.99944
972	11194.7596
973	11188.37125
974	11183.91544
975	11173.35257
976	11162.2328
977	11152.0525
978	11145.5089
979	11138.38394
980	11132.28843
981	11126.79438
982	11123.37505
983	11118.81426
984	11114.19594
985	11107.58838
986	11103.70444
987	11093.79964
988	11090.40456
989	11083.18246
990	11079.02706
991	11073.78367
992	11068.87421
993	11063.89042
994	11059.74
995	11054.04628
996	11050.3954
997	11045.72985
998	11039.55706
999	11031.96217
1000	11023.60812
1001	11014.48464
1002	11008.56603
1003	11002.37789
1004	10994.97912
1005	10991.65804
1006	10986.91601
1007	10980.81669
1008	10979.12413
1009	10970.88842
1010	10967.02543
1011	10960.6482
1012	10955.3561
1013	10948.37553
1014	10944.77421
1015	10935.52903
1016	10928.28539
1017	10923.02009
1018	10919.51829
1019	10911.65764
1020	10905.72328
1021	10901.60415
1022	10897.61528
1023	10896.5099
1024	10890.3096
1025	10884.56657
1026	10877.23473
1027	10871.24813
1028	10864.21154
1029	10857.77413
1030	10853.54928
1031	10848.69534
1032	10842.86745
1033	10837.64734
1034	10833.25293
1035	10828.81544
1036	10823.74465
1037	10817.3778
1038	10812.98279
1039	10807.21517
1040	10802.77208
1041	10797.64086
1042	10790.48227
1043	10782.97176
1044	10780.53834
1045	10777.39707
1046	10769.21083
1047	10762.71417
1048	10758.40064
1049	10753.42799
1050	10749.25307
1051	10741.74191
1052	10731.29392
1053	10725.44041
1054	10719.39224
1055	10711.25451
1056	10707.50653
1057	10701.75132
1058	10695.11804
1059	10691.53499
1060	10687.3337
1061	10678.79716
1062	10674.70603
1063	10669.87944
1064	10665.90747
1065	10654.5357
1066	10646.67979
1067	10637.37054
1068	10632.2764
1069	10628.40336
1070	10621.67131
1071	10614.78446
1072	10608.58356
1073	10601.18259
1074	10597.46335
1075	10589.52731
1076	10583.98483
1077	10578.33644
1078	10572.48685
1079	10565.30443
1080	10557.46404
1081	10549.83044
1082	10545.29914
1083	10538.97395
1084	10534.70263
1085	10528.16789
1086	10524.65936
1087	10519.41929
1088	10515.77482
1089	10509.46451
1090	10505.00767
1091	10499.91747
1092	10492.73649
1093	10486.70606
1094	10479.3612
1095	10472.74429
1096	10468.69501
1097	10461.87468
1098	10456.6688
1099	10453.78099
1100	10449.40538
1101	10443.18864
1102	10436.78646
1103	10431.68366
1104	10427.98429
1105	10421.61745
1106	10413.42487
1107	10405.89094
1108	10401.19496
1109	10396.4961
1110	10392.30343
1111	10388.73394
1112	10377.67484
1113	10372.72719
1114	10366.63775
1115	10358.72036
1116	10355.30299
1117	10349.0739
1118	10343.36505
1119	10337.11102
1120	10334.63507
1121	10329.05111
1122	10323.95791
1123	10317.39415
1124	10309.53557
1125	10301.61001
1126	10298.666
1127	10287.61027
1128	10287.08788
1129	10283.2896
1130	10275.80536
1131	10270.67015
1132	10264.78642
1133	10254.12901
1134	10248.4694
1135	10242.22441
1136	10236.16326
1137	10232.39483
1138	10226.95181
1139	10222.80725
1140	10218.63507
1141	10215.89101
1142	10211.61654
1143	10208.82935
1144	10205.10571
1145	10194.21923
1146	10186.77019
1147	10180.36419
1148	10172.22701
1149	10166.77261
1150	10160.16954
1151	10155.26784
1152	10149.329
1153	10140.35199
1154	10136.20731
1155	10128.1279
1156	10124.68039
1157	10117.63972
1158	10110.10725
1159	10103.1868
1160	10098.07432
1161	10090.31225
1162	10086.80128
1163	10082.56182
1164	10080.04095
1165	10072.28519
1166	10066.61337
1167	10061.96113
1168	10058.77131
1169	10055.29925
1170	10051.51888
1171	10046.99556
1172	10043.26738
1173	10035.92526
1174	10031.60939
1175	10028.04749
1176	10019.35207
1177	10013.68122
1178	10007.85561
1179	10004.95392
1180	10000.72991
1181	9992.288406
1182	9986.317655
1183	9982.305672
1184	9977.036855
1185	9968.468688
1186	9964.354501
1187	9959.762338
1188	9954.620743
1189	9949.207856
1190	9944.416089
1191	9940.772692
1192	9933.505072
1193	9926.703421
1194	9920.485178
1195	9915.512038
1196	9910.14696
1197	9901.703585
1198	9897.542108
1199	9891.881262
1200	9888.14127
1201	9884.183455
1202	9876.918993
1203	9872.886768
1204	9862.913823
1205	9859.738907
1206	9854.036866
1207	9851.029128
1208	9846.214764
1209	9841.602239
1210	9835.430344
1211	9831.466111
1212	9829.321695
1213	9823.413076
1214	9818.900135
1215	9815.621399
1216	9809.070366
1217	9806.058373
1218	9802.713442
1219	9795.815718
1220	9788.457906
1221	9780.914816
1222	9778.324076
1223	9773.767053
1224	9768.935321
1225	9766.741071
1226	9760.347304
1227	9755.382393
1228	9746.466306
1229	9741.600107
1230	9734.731341
1231	9727.272977
1232	9722.946899
1233	9722.263186
1234	9716.297079
1235	9709.444626
1236	9703.492685
1237	9697.745756
1238	9694.40382
1239	9690.128028
1240	9687.610279
1241	9683.179296
1242	9678.856102
1243	9671.720599
1244	9666.701876
1245	9664.825412
1246	9659.633235
1247	9653.868721
1248	9651.179734
1249	9645.382465
1250	9641.170292
1251	9635.827935
1252	9626.749039
1253	9620.203687
1254	9616.104338
1255	9613.6273
1256	9608.379076
1257	9602.25861
1258	9594.621372
1259	9588.403794
1260	9586.470601
1261	9582.95283
1262	9579.251653
1263	9572.266251
1264	9568.040249
1265	9565.123097
1266	9560.611504
1267	9557.649962
1268	9552.883508
1269	9547.388893
1270	9542.617285
1271	9539.544444
1272	9534.497991
1273	9531.337976
1274	9529.035127
1275	9523.152123
1276	9517.231659
1277	9513.999785
1278	9506.519892
1279	9503.129404
1280	9497.480056
1281	9492.712053
1282	9486.033077
1283	9479.924246
1284	9476.50035
1285	9470.183543
1286	9465.782533
1287	9463.203232
1288	9457.727552
1289	9452.714685
1290	9447.466152
1291	9441.276998
1292	9435.865819
1293	9434.314311
1294	9429.620679
1295	9423.95536
1296	9419.940671
1297	9418.532601
1298	9418.056865
1299	9412.986343
1300	9411.357764
1301	9406.751056
1302	9401.026558
1303	9395.643727
1304	9392.703725
1305	9388.94099
1306	9383.837474
1307	9378.249672
1308	9373.26975
1309	9367.258196
1310	9361.46129
1311	9356.749805
1312	9353.788
1313	9347.055395
1314	9343.816563
1315	9340.215891
1316	9336.100798
1317	9331.977132
1318	9329.253364
1319	9326.161388
1320	9322.084096
1321	9317.140229
1322	9313.58807
1323	9310.715979
1324	9306.507418
1325	9303.519907
1326	9298.080347
1327	9295.289284
1328	9293.334566
1329	9290.402375
1330	9281.533176
1331	9271.079161
1332	9269.789204
1333	9265.278894
1334	9255.258323
1335	9251.25045
1336	9245.19549
1337	9240.937492
1338	9236.659079
1339	9230.665707
1340	9226.221278
1341	9222.934565
1342	9220.351999
1343	9218.906714
1344	9214.826949
1345	9210.124256
1346	9201.375698
1347	9194.819545
1348	9188.660447
1349	9183.549583
1350	9179.099334
1351	9175.876199
1352	9167.153069
1353	9159.654776
1354	9153.798902
1355	9147.631183
1356	9143.369527
1357	9138.820424
1358	9135.327132
1359	9131.272201
1360	9127.95713
1361	9126.433301
1362	9119.161547
1363	9117.048249
1364	9111.881455
1365	9105.017985
1366	9100.425569
1367	9093.148951
1368	9086.145046
1369	9081.239865
1370	9075.288683
1371	9071.762013
1372	9065.259959
1373	9060.100796
1374	9057.787195
1375	9053.599316
1376	9051.357715
1377	9047.000466
1378	9041.601071
1379	9035.849624
1380	9031.510537
1381	9027.407942
1382	9024.422872
1383	9019.381261
1384	9013.040712
1385	9009.042513
1386	9006.385485
1387	9001.993101
1388	8999.905511
1389	8993.927879
1390	8990.711788
1391	8985.992939
1392	8982.668999
1393	8980.000762
1394	8977.262049
1395	8973.350892
1396	8968.945133
1397	8963.45644
1398	8959.31665
1399	8957.439363
1400	8950.844868
1401	8947.67023
1402	8941.959843
1403	8936.523654
1404	8930.716137
1405	8925.148455
1406	8917.868666
1407	8912.904756
1408	8907.87589
1409	8904.435796
1410	8897.566061
1411	8896.092661
1412	8892.486066
1413	8889.598431
1414	8884.277
1415	8878.47707
1416	8872.111122
1417	8868.466296
1418	8866.428607
1419	8863.981784
1420	8859.189907
1421	8850.597193
1422	8846.112944
1423	8840.307778
1424	8836.91698
1425	8834.059042
1426	8830.182964
1427	8822.805713
1428	8819.403594
1429	8817.166895
1430	8813.347699
1431	8809.644882
1432	8803.578202
1433	8798.586995
1434	8793.063317
1435	8789.408249
1436	8787.906141
1437	8784.346892
1438	8780.664794
1439	8775.333541
1440	8771.271907
1441	8768.317304
1442	8764.562439
1443	8759.542295
1444	8754.436739
1445	8751.439742
1446	8746.799628
1447	8741.87713
1448	8736.582388
1449	8732.734319
1450	8727.83656
1451	8726.572597
1452	8724.37168
1453	8719.107357
1454	8715.964224
1455	8711.386291
1456	8708.561522
1457	8705.89193
1458	8700.53116
1459	8687.985717
1460	8684.217542
1461	8679.683401
1462	8674.977527
1463	8671.501481
1464	8666.302415
1465	8660.970555
1466	8658.00805
1467	8651.215184
1468	8645.91463
1469	8643.902552
1470	8638.986855
1471	8633.287751
1472	8628.133425
1473	8622.333602
1474	8616.701893
1475	8613.725454
1476	8608.303586
1477	8605.174736
1478	8601.301955
1479	8598.52108
1480	8595.11535
1481	8591.843202
1482	8583.3312
1483	8579.113901
1484	8572.323633
1485	8570.183968
1486	8567.231244
1487	8563.285354
1488	8560.185029
1489	8558.419911
1490	8553.582983
1491	8545.291733
1492	8540.408596
1493	8537.331514
1494	8533.163438
1495	8528.736041
1496	8524.746587
1497	8522.282464
1498	8519.108987
1499	8515.748348
1500	8511.906879
1501	8506.824576
1502	8502.766781
1503	8495.292757
1504	8492.771704
1505	8490.680084
1506	8487.118869
1507	8480.050203
1508	8475.286531
1509	8471.22472
1510	8466.131087
1511	8462.327406
1512	8459.444086
1513	8457.64588
1514	8455.070274
1515	8452.626573
1516	8450.697681
1517	8447.114625
1518	8444.120594
1519	8440.567391
1520	8437.590739
1521	8430.888953
1522	8425.5512
1523	8420.026864
1524	8416.513373
1525	8412.920522
1526	8411.282311
1527	8407.775788
1528	8404.466154
1529	8402.700498
1530	8397.760305
1531	8395.346213
1532	8391.185444
1533	8388.05979
1534	8385.112957
1535	8383.034714
1536	8378.434888
1537	8376.161962
1538	8371.183869
1539	8369.323127
1540	8366.93846
1541	8363.135073
1542	8360.121675
1543	8357.720971
1544	8350.624828
1545	8347.161236
1546	8342.528242
1547	8337.946266
1548	8335.004838
1549	8330.426235
1550	8324.972803
1551	8320.896179
1552	8314.958461
1553	8313.041314
1554	8308.848884
1555	8305.81664
1556	8301.427419
1557	8298.1442
1558	8294.494613
1559	8290.675249
1560	8285.140951
1561	8281.670166
1562	8278.108883
1563	8276.002835
1564	8269.968554
1565	8265.715427
1566	8263.255012
1567	8261.681384
1568	8256.321028
1569	8253.514234
1570	8250.017293
1571	8246.598508
1572	8243.082199
1573	8236.620463
1574	8230.616299
1575	8226.233076
1576	8225.565839
1577	8221.020778
1578	8216.913134
1579	8211.347374
1580	8207.431152
1581	8203.177452
1582	8198.022835
1583	8194.144555
1584	8190.800261
1585	8187.393183
1586	8181.852093
1587	8178.227253
1588	8169.240645
1589	8164.797845
1590	8161.623892
1591	8157.505186
1592	8153.358723
1593	8146.696134
1594	8143.489218
1595	8139.120054
1596	8136.193303
1597	8132.031545
1598	8127.089234
1599	8122.610948
1600	8119.322743
1601	8114.497232
1602	8113.126783
1603	8108.843942
1604	8105.231578
1605	8102.361074
1606	8099.130597
1607	8094.141995
1608	8091.156618
1609	8084.751967
1610	8081.130018
1611	8077.455192
1612	8071.383297
1613	8068.64196
1614	8063.156293
1615	8061.77261
1616	8058.481069
1617	8055.007244
1618	8051.430287
1619	8046.941868
1620	8045.021065
1621	8037.680805
1622	8035.400265
1623	8030.001141
1624	8026.665633
1625	8022.724597
1626	8019.457865
1627	8018.795059
1628	8014.202196
1629	8009.615263
1630	8004.57702
1631	8000.919959
1632	7997.759113
1633	7993.823555
1634	7988.313806
1635	7985.33442
1636	7984.19944
1637	7980.467767
1638	7978.796072
1639	7973.923739
1640	7970.999707
1641	7966.93373
1642	7963.312802
1643	7959.824097
1644	7957.672093
1645	7954.128796
1646	7947.656807
1647	7945.790701
1648	7939.908183
1649	7937.374519
1650	7934.278981
1651	7929.640332
1652	7926.418589
1653	7925.635262
1654	7922.870099
1655	7915.482237
1656	7910.545883
1657	7906.0562
1658	7899.568743
1659	7892.87155
1660	7888.933543
1661	7883.917426
1662	7881.639452
1663	7875.084865
1664	7871.568665
1665	7868.72875
