iter	RMSE
253	19087.91948
254	19046.79609
255	19019.04775
256	18978.69156
257	18937.22787
258	18907.40383
259	18882.81525
260	18873.58869
261	18861.64241
262	18832.30391
263	18795.26245
264	18770.41187
265	18744.73998
266	18707.30583
267	18675.55646
268	18640.29126
269	18608.47567
270	18573.41081
271	18544.02515
272	18528.34704
273	18498.9039
274	18463.97547
275	18439.99986
276	18419.86575
277	18393.14569
278	18365.39424
279	18350.2016
280	18317.5964
281	18278.01972
282	18261.70456
283	18235.02401
284	18197.63806
285	18175.53008
286	18128.63774
287	18102.15115
288	18089.55799
289	18057.13602
290	18024.19037
291	17996.88279
292	17968.42064
293	17936.44721
294	17908.87001
295	17885.90079
296	17858.78652
297	17843.36423
298	17811.63947
299	17787.11757
300	17763.40761
301	17740.76315
302	17719.61659
303	17682.93562
304	17656.77286
305	17632.1972
306	17621.31214
307	17610.20904
308	17583.09743
309	17550.81005
310	17528.77732
311	17510.59267
312	17485.45316
313	17461.73044
314	17429.87721
315	17399.78408
316	17378.36221
317	17354.36444
318	17342.3224
319	17314.58999
320	17289.09236
321	17269.70702
322	17245.04917
323	17232.54916
324	17213.93854
325	17182.74711
326	17162.94495
327	17139.77218
328	17115.04251
329	17097.47353
330	17089.50594
331	17058.81934
332	17038.40983
333	17018.33497
334	16996.96821
335	16976.26271
336	16952.22235
337	16930.2129
338	16906.07936
339	16877.73159
340	16863.95249
341	16849.57541
342	16840.29092
343	16830.91906
344	16806.44873
345	16788.4139
346	16774.14077
347	16755.16843
348	16729.56601
349	16706.71905
350	16696.63025
351	16685.54364
352	16658.2355
353	16638.76799
354	16621.73406
355	16600.36489
356	16578.35518
357	16554.92407
358	16535.39214
359	16513.53755
360	16501.37905
361	16479.54815
362	16461.80183
363	16444.9017
364	16418.86398
365	16395.43035
366	16377.03413
367	16359.64014
368	16341.9755
369	16320.01156
370	16297.86901
371	16276.52785
372	16258.40779
373	16237.99663
374	16232.72039
375	16209.66693
376	16194.57196
377	16175.18926
378	16157.86243
379	16143.71774
380	16126.73873
381	16112.08936
382	16093.16191
383	16075.91691
384	16059.43799
385	16054.34487
386	16038.94475
387	16024.39599
388	16019.18027
389	16011.88479
390	15991.30628
391	15976.90277
392	15960.16772
393	15942.6105
394	15929.55096
395	15913.48581
396	15896.75691
397	15878.43545
398	15857.93979
399	15845.76004
400	15829.14872
401	15819.35032
402	15801.91914
403	15794.74797
404	15777.59457
405	15754.89153
406	15740.83386
407	15723.60075
408	15721.26468
409	15707.61185
410	15692.18501
411	15688.01113
412	15669.1385
413	15656.94654
414	15639.10338
415	15623.09215
416	15617.46851
417	15594.36348
418	15578.20947
419	15556.13847
420	15539.1834
421	15521.52679
422	15513.13417
423	15504.97735
424	15490.76778
425	15477.78935
426	15461.87895
427	15457.91975
428	15445.32834
429	15427.51909
430	15413.79733
431	15408.59686
432	15394.77247
433	15378.18723
434	15360.62774
435	15349.25104
436	15335.44361
437	15321.09266
438	15304.74368
439	15290.48827
440	15279.26917
441	15265.48034
442	15254.08613
443	15245.13835
444	15231.249
445	15227.47029
446	15215.37719
447	15211.54009
448	15199.79704
449	15193.78653
450	15172.85432
451	15163.97691
452	15152.63861
453	15143.7867
454	15128.99274
455	15110.69718
456	15094.26441
457	15085.69191
458	15082.00757
459	15074.17688
460	15059.75482
461	15056.99648
462	15045.22896
463	15026.96516
464	15020.70928
465	15011.39231
466	14999.01743
467	14995.43963
468	14977.02258
469	14964.21656
470	14949.98949
471	14939.03231
472	14927.14785
473	14916.93232
474	14906.12295
475	14898.27071
476	14885.19426
477	14876.32848
478	14866.79805
479	14854.98559
480	14847.82975
481	14836.76753
482	14825.44642
483	14811.92875
484	14800.02645
485	14794.7373
486	14785.29018
487	14780.37307
488	14770.74209
489	14756.51239
490	14750.26927
491	14738.49551
492	14728.55475
493	14718.91774
494	14704.28292
495	14692.31905
496	14675.70425
497	14671.83535
498	14654.7478
499	14644.18484
500	14630.09624
501	14612.78937
502	14600.78715
503	14592.61608
504	14577.32319
505	14562.39703
506	14550.17788
507	14535.43448
508	14520.8199
509	14510.41578
510	14501.59442
511	14487.40172
512	14471.53497
513	14462.90614
514	14452.25101
515	14443.42995
516	14431.44278
517	14421.13295
518	14415.79558
519	14409.93257
520	14395.52509
521	14392.02829
522	14388.078
523	14376.25308
524	14369.05736
525	14358.53978
526	14344.84426
527	14332.2872
528	14317.09854
529	14308.11211
530	14300.85161
531	14290.91613
532	14282.65274
533	14272.83222
534	14253.84927
535	14248.18403
536	14239.45983
537	14230.80987
538	14222.56652
539	14214.47885
540	14208.73288
541	14198.10161
542	14183.32553
543	14177.84487
544	14166.70563
545	14157.07206
546	14142.37004
547	14133.77034
548	14122.21691
549	14109.22771
550	14099.20166
551	14090.071
552	14082.0257
553	14072.65935
554	14059.6206
555	14052.52664
556	14036.4267
557	14023.8764
558	14012.14777
559	14002.09623
560	13987.23424
561	13972.8885
562	13971.04646
563	13966.75516
564	13955.17886
565	13952.36316
566	13934.68845
567	13931.995
568	13925.63385
569	13912.41879
570	13904.42104
571	13894.58949
572	13886.13471
573	13880.49245
574	13873.84009
575	13864.40409
576	13854.46478
577	13846.40769
578	13839.75368
579	13833.81814
580	13818.10506
581	13808.6568
582	13798.68683
583	13788.33274
584	13775.59947
585	13768.08996
586	13759.05421
587	13748.31295
588	13738.46622
589	13726.73287
590	13714.86656
591	13709.11684
592	13701.36553
593	13692.85281
594	13685.95461
595	13675.85118
596	13664.90098
597	13653.49695
598	13642.96788
599	13635.6007
600	13625.53908
601	13616.74722
602	13604.41778
603	13598.81701
604	13592.09311
605	13581.38442
606	13574.76219
607	13562.17185
608	13554.70212
609	13546.73701
610	13544.58772
611	13538.86347
612	13524.73075
613	13517.8695
614	13505.52073
615	13492.25768
616	13486.35187
617	13478.14937
618	13474.31021
619	13470.93904
620	13459.88854
621	13453.97994
622	13448.26087
623	13435.53102
624	13425.82581
625	13418.84323
626	13409.59159
627	13404.96551
628	13393.77738
629	13389.38014
630	13381.75732
631	13375.65697
632	13369.73384
633	13358.34749
634	13349.9385
635	13340.95088
636	13332.93291
637	13323.58854
638	13315.29636
639	13308.28592
640	13296.93355
641	13289.50101
642	13280.66357
643	13272.69617
644	13266.82587
645	13256.58127
646	13248.83453
647	13240.85496
648	13235.76498
649	13228.57574
650	13223.45636
651	13215.59218
652	13203.86497
653	13189.44628
654	13182.64862
655	13176.76861
656	13169.50515
657	13158.09646
658	13148.1117
659	13141.74155
660	13134.91974
661	13126.69309
662	13116.18438
663	13114.31429
664	13107.23185
665	13101.89535
666	13091.73853
667	13079.17417
668	13072.17984
669	13067.16204
670	13058.98737
671	13051.89974
672	13043.68522
673	13035.09201
674	13024.69629
675	13009.98515
676	13002.08801
677	12992.79653
678	12984.94672
679	12978.34016
680	12964.62471
681	12959.78635
682	12953.8041
683	12947.88334
684	12942.91447
685	12937.0843
686	12926.15599
687	12919.61243
688	12914.42373
689	12912.31679
690	12904.42262
691	12896.9243
692	12890.02991
693	12881.3607
694	12870.54017
695	12862.72948
696	12853.7416
697	12849.48001
698	12839.91464
699	12832.79199
700	12830.54736
701	12823.23948
702	12817.11151
703	12810.90802
704	12801.5888
705	12794.95539
706	12793.04384
707	12786.43993
708	12778.98673
709	12769.61391
710	12758.68246
711	12751.6493
712	12741.92704
713	12733.96329
714	12727.63875
715	12719.69643
716	12711.55309
717	12703.74078
718	12695.43755
719	12685.71841
720	12679.44592
721	12674.91844
722	12668.3278
723	12665.21491
724	12659.22201
725	12657.56098
726	12648.24215
727	12643.54575
728	12637.77409
729	12629.05635
730	12622.22436
731	12611.06404
732	12600.94355
733	12591.0489
734	12583.92468
735	12579.0281
736	12569.23983
737	12561.76284
738	12551.19015
739	12540.53395
740	12535.54885
741	12528.72811
742	12522.54961
743	12516.89275
744	12508.12975
745	12497.49794
746	12488.53551
747	12485.4504
748	12474.11341
749	12468.48257
750	12460.74248
751	12450.20512
752	12447.54635
753	12443.42278
754	12437.94463
755	12428.41254
756	12418.71018
757	12412.37963
758	12406.27428
759	12401.63923
760	12393.7968
761	12385.06765
762	12377.51587
763	12371.21619
764	12362.99135
765	12356.50259
766	12344.59468
767	12335.55324
768	12333.81352
769	12326.10145
770	12316.34013
771	12310.67588
772	12303.94518
773	12298.30121
774	12289.30459
775	12283.65117
776	12274.61448
777	12264.75442
778	12258.34674
779	12251.4808
780	12244.47294
781	12238.09562
782	12231.39119
783	12222.8944
784	12216.13961
785	12209.66421
786	12196.64628
787	12186.91184
788	12179.5619
789	12170.98448
790	12168.94759
791	12166.17523
792	12155.85552
793	12148.73881
794	12145.23997
795	12140.43113
796	12138.94614
797	12133.72769
798	12129.65088
799	12127.20246
800	12123.74658
801	12119.30136
802	12113.49709
803	12107.4197
804	12101.17819
805	12091.23287
806	12085.67172
807	12078.84534
808	12066.94793
809	12057.32886
810	12048.81832
811	12043.06366
812	12033.95351
813	12029.00264
814	12020.27949
815	12015.6792
816	12010.68907
817	11997.79175
818	11993.49067
819	11988.97995
820	11984.86121
821	11981.02055
822	11975.926
823	11969.1713
824	11962.3576
825	11958.60732
826	11956.45431
827	11947.85866
828	11943.35716
829	11934.22182
830	11926.37579
831	11916.94831
832	11915.51075
833	11908.99835
834	11907.73052
835	11900.55921
836	11890.72782
837	11885.41153
838	11872.41813
839	11870.84584
840	11863.42533
841	11856.89533
842	11851.48306
843	11845.08114
844	11838.2631
845	11835.44199
846	11828.0207
847	11823.59521
848	11812.1323
849	11806.23176
850	11801.41161
851	11794.87281
852	11788.82922
853	11786.01047
854	11773.25405
855	11770.9072
856	11764.96591
857	11758.16249
858	11749.57212
859	11743.70517
860	11738.24312
861	11730.54698
862	11723.60071
863	11718.02654
864	11712.42489
865	11705.38947
866	11693.33741
867	11688.30104
868	11682.94264
869	11680.3383
870	11672.99919
871	11664.93655
872	11661.74913
873	11657.16776
874	11647.87249
875	11643.47815
876	11637.68796
877	11628.46095
878	11622.53556
879	11618.67754
880	11610.13344
881	11607.71745
882	11600.62637
883	11592.92578
884	11584.07486
885	11577.14409
886	11570.61981
887	11567.89329
888	11560.43103
889	11554.83581
890	11549.69837
891	11544.38456
892	11532.92234
893	11523.89717
894	11516.09121
895	11511.19644
896	11510.00151
897	11505.10667
898	11498.59542
899	11493.66403
900	11484.51027
901	11476.67986
902	11470.53391
903	11467.25283
904	11463.4065
905	11454.88707
906	11450.66614
907	11443.34291
908	11436.12155
909	11425.25581
910	11421.4582
911	11416.81317
912	11413.36246
913	11405.62585
914	11394.89958
915	11387.92413
916	11383.45166
917	11376.97382
918	11372.63495
919	11370.71366
920	11362.82224
921	11359.22779
922	11355.25521
923	11346.67267
924	11340.75007
925	11337.00123
926	11336.0944
927	11330.57443
928	11323.635
929	11319.275
930	11311.77186
931	11298.61443
932	11290.37898
933	11287.09615
934	11280.15203
935	11272.39073
936	11267.86194
937	11264.01283
938	11258.43291
939	11246.22775
940	11240.44925
941	11232.5321
942	11220.46436
943	11215.4225
944	11209.44337
945	11203.09887
946	11194.93168
947	11190.49684
948	11182.25227
949	11175.5639
950	11170.67708
951	11167.1672
952	11159.94848
953	11153.26461
954	11145.6917
955	11140.36716
956	11131.97802
957	11123.16325
958	11121.7647
959	11112.72846
960	11105.37523
961	11101.46383
962	11097.15445
963	11092.73031
964	11086.44277
965	11081.3851
966	11069.62982
967	11065.5785
968	11061.60278
969	11056.57222
970	11052.67887
971	11047.79319
972	11040.78626
973	11036.64798
974	11033.73095
975	11028.17258
976	11019.85384
977	11011.71155
978	11005.84099
979	10996.06658
980	10991.62919
981	10987.9398
982	10982.94651
983	10971.25421
984	10963.71936
985	10959.98074
986	10951.48773
987	10947.71089
988	10943.92317
989	10938.01583
990	10933.06127
991	10929.49107
992	10921.11466
993	10913.38884
994	10907.59176
995	10902.80441
996	10896.79268
997	10893.8361
998	10891.89406
999	10887.41187
1000	10881.67867
1001	10880.67158
1002	10872.42435
1003	10865.12187
1004	10857.09922
1005	10854.87079
1006	10846.94553
1007	10837.45162
1008	10830.81716
1009	10828.95883
1010	10825.74045
1011	10820.88917
1012	10814.75582
1013	10808.28107
1014	10802.32024
1015	10798.04634
1016	10791.07027
1017	10783.98478
1018	10779.17727
1019	10768.4711
1020	10759.22004
1021	10752.48667
1022	10747.45094
1023	10741.29093
1024	10734.19003
1025	10732.66418
1026	10727.39539
1027	10717.71609
1028	10711.23269
1029	10709.81883
1030	10706.96884
1031	10700.31941
1032	10698.57284
1033	10695.87996
1034	10685.19144
1035	10679.95718
1036	10675.89957
1037	10673.32598
1038	10668.91889
1039	10661.46831
1040	10651.86094
1041	10646.13518
1042	10644.25874
1043	10640.91664
1044	10634.25471
1045	10630.16597
1046	10618.75237
1047	10613.11719
1048	10609.57034
1049	10603.93605
1050	10596.24535
1051	10588.62578
1052	10584.98759
1053	10580.66371
1054	10571.11318
1055	10563.62581
1056	10560.72885
1057	10553.39181
1058	10549.31728
1059	10544.33499
1060	10539.58067
1061	10535.61297
1062	10533.29581
1063	10529.55782
1064	10523.78367
1065	10518.91208
1066	10510.23016
1067	10506.51664
1068	10500.47914
1069	10493.84207
1070	10490.09332
1071	10483.31304
1072	10479.46616
1073	10471.92658
1074	10463.2314
1075	10456.77731
1076	10450.94275
1077	10448.21591
1078	10444.00118
1079	10437.43884
1080	10436.39315
1081	10433.96524
1082	10429.51869
1083	10425.59839
1084	10424.26823
1085	10422.41988
1086	10420.10302
1087	10413.6248
1088	10406.86499
1089	10397.70583
1090	10393.97882
1091	10388.94537
1092	10385.48745
1093	10380.78702
1094	10374.35485
1095	10372.6153
1096	10365.33249
1097	10363.7991
1098	10356.67775
1099	10348.53379
1100	10341.76928
1101	10337.46383
1102	10330.45509
1103	10326.76037
1104	10324.51927
1105	10320.35332
1106	10312.83895
1107	10308.14412
1108	10305.39953
1109	10299.99573
1110	10292.67953
1111	10287.40481
1112	10279.70475
1113	10274.57671
1114	10272.68825
1115	10267.40331
1116	10264.81422
1117	10258.42496
1118	10256.70035
1119	10251.23576
1120	10246.86722
1121	10243.22329
1122	10239.1007
1123	10236.87586
1124	10233.80542
1125	10225.53887
1126	10220.31325
1127	10212.05404
1128	10203.34218
1129	10196.55796
1130	10191.28527
1131	10186.72653
1132	10178.50125
1133	10171.60239
1134	10163.92475
1135	10160.22278
1136	10153.65233
1137	10148.41018
1138	10143.4273
1139	10136.348
1140	10130.98633
1141	10128.46737
1142	10124.53809
1143	10116.29578
1144	10113.79849
1145	10110.04488
1146	10106.47643
1147	10103.92975
1148	10098.91782
1149	10093.2358
1150	10091.4144
1151	10082.59439
1152	10077.12003
1153	10070.20461
1154	10066.67366
1155	10056.90682
1156	10049.1588
1157	10046.52654
1158	10038.46009
1159	10031.01596
1160	10023.5158
1161	10018.7383
1162	10011.62668
1163	10008.11119
1164	10004.93118
1165	10000.37532
1166	9994.131199
1167	9989.827472
1168	9983.891223
1169	9978.932494
1170	9973.937621
1171	9969.554561
1172	9961.750748
1173	9958.036645
1174	9949.96607
1175	9945.694056
1176	9944.454831
1177	9941.733296
1178	9936.665886
1179	9932.895386
1180	9927.430009
1181	9924.897716
1182	9920.554473
1183	9916.09258
1184	9912.858954
1185	9911.562585
1186	9908.234115
1187	9901.325063
1188	9895.387746
1189	9887.720418
1190	9886.032631
1191	9878.474491
1192	9873.197759
1193	9869.559977
1194	9867.930705
1195	9864.181005
1196	9859.543238
1197	9855.321951
1198	9850.755609
1199	9846.944341
1200	9839.69161
1201	9836.86719
1202	9832.204167
1203	9824.583195
1204	9818.95182
1205	9812.301476
1206	9806.662334
1207	9799.74245
1208	9795.582294
1209	9788.793337
1210	9784.642165
1211	9780.586857
1212	9776.851322
1213	9774.677718
1214	9767.493213
1215	9761.229576
1216	9757.677359
1217	9755.217142
1218	9750.809192
1219	9748.379914
1220	9742.298103
1221	9733.960465
1222	9730.757109
1223	9727.089998
1224	9722.94997
1225	9714.918881
1226	9709.933803
1227	9705.456428
1228	9697.46326
1229	9692.506836
1230	9689.004883
1231	9686.530761
1232	9679.678003
1233	9674.229651
1234	9669.680434
1235	9660.836782
1236	9654.017563
1237	9649.203487
1238	9646.728736
1239	9642.869543
1240	9638.083593
1241	9633.398771
1242	9629.833555
1243	9627.866083
1244	9624.052666
1245	9619.955237
1246	9617.920287
1247	9610.493929
1248	9605.202564
1249	9599.837888
1250	9593.117401
1251	9591.090167
1252	9588.214775
1253	9587.197718
1254	9585.680385
1255	9582.027105
1256	9578.520088
1257	9571.678442
1258	9566.363479
1259	9562.268939
1260	9558.358404
1261	9553.590604
1262	9548.140553
1263	9539.708769
1264	9531.739111
1265	9526.276861
1266	9522.462528
1267	9521.969682
1268	9518.710501
1269	9513.827883
1270	9509.834753
1271	9506.5745
1272	9501.162887
1273	9497.236962
1274	9494.578253
1275	9489.124071
1276	9484.845215
1277	9473.741239
1278	9471.942102
1279	9467.894809
1280	9461.790941
1281	9459.999697
1282	9452.970113
1283	9448.262793
1284	9444.382327
1285	9434.988214
1286	9429.565706
1287	9424.686092
1288	9419.723205
1289	9414.462559
1290	9410.863479
1291	9402.082983
1292	9395.885387
1293	9393.95246
1294	9387.702919
1295	9385.531263
1296	9382.057409
1297	9374.787176
1298	9368.723809
1299	9363.936007
1300	9359.3762
1301	9355.094492
1302	9352.323039
1303	9346.943414
1304	9343.300273
1305	9338.813506
1306	9334.216267
1307	9325.30444
1308	9322.079423
1309	9315.091595
1310	9307.222969
1311	9300.473532
1312	9298.184718
1313	9293.832338
1314	9289.12849
1315	9284.478225
1316	9281.134129
1317	9275.15693
1318	9270.881508
1319	9268.563981
1320	9261.16752
1321	9256.833219
1322	9256.023164
1323	9250.473639
1324	9243.860559
1325	9236.870905
1326	9230.84978
1327	9228.051509
1328	9225.087839
1329	9219.040831
1330	9216.898033
1331	9209.669049
1332	9205.013959
1333	9204.117599
1334	9199.829545
1335	9192.390901
1336	9189.656084
1337	9185.526045
1338	9179.065458
1339	9174.130141
1340	9168.391532
1341	9159.480545
1342	9155.71188
1343	9154.971156
1344	9149.588856
1345	9142.848458
1346	9139.996426
1347	9137.186365
1348	9134.548966
1349	9125.083147
1350	9121.538947
1351	9116.260738
1352	9111.68922
1353	9104.021799
1354	9099.737714
1355	9095.332972
1356	9094.045313
1357	9088.807338
1358	9081.4484
1359	9077.798534
1360	9074.95047
1361	9070.024468
1362	9066.433268
1363	9062.873624
1364	9055.74985
1365	9049.795628
1366	9045.138574
1367	9040.635535
1368	9036.992962
1369	9030.091815
1370	9023.087714
1371	9018.788132
1372	9010.151788
1373	9005.51774
1374	9001.645602
1375	8996.176248
1376	8989.462493
1377	8987.181701
1378	8986.150127
1379	8980.358454
1380	8974.225486
1381	8966.781786
1382	8964.51499
1383	8958.988531
1384	8953.675313
1385	8949.755566
1386	8941.869142
1387	8936.080548
1388	8930.376611
1389	8923.884588
1390	8920.770089
1391	8915.227032
1392	8909.12019
1393	8907.141282
1394	8901.972343
1395	8896.06114
1396	8892.173871
1397	8888.219207
1398	8883.185986
1399	8876.806174
1400	8872.889583
1401	8868.33998
1402	8865.107941
1403	8861.538164
1404	8855.795722
1405	8852.823308
1406	8849.025347
1407	8845.335399
1408	8840.919221
1409	8839.580412
1410	8833.459285
1411	8832.985315
1412	8827.142888
1413	8823.980347
1414	8820.006772
1415	8814.372664
1416	8812.228238
1417	8808.992135
1418	8804.137891
1419	8801.909803
1420	8797.883688
1421	8791.053061
1422	8786.431245
1423	8779.129453
1424	8775.649532
1425	8770.652418
1426	8769.647266
1427	8766.573227
1428	8762.177379
1429	8757.68407
1430	8752.45414
1431	8749.021025
1432	8747.75299
1433	8743.24636
1434	8737.016692
1435	8731.951675
1436	8727.161556
1437	8724.384502
1438	8718.777198
1439	8714.697222
1440	8712.395584
1441	8709.110441
1442	8704.258814
1443	8698.987661
1444	8693.31253
1445	8688.177361
1446	8684.667371
1447	8683.247365
1448	8677.963573
1449	8673.034001
1450	8671.469323
1451	8667.05347
1452	8663.768792
1453	8661.795657
1454	8657.908438
1455	8651.117629
1456	8650.379317
1457	8646.576098
1458	8643.010503
1459	8639.951827
1460	8638.62866
1461	8635.017427
1462	8631.592281
1463	8630.02571
1464	8624.495631
1465	8615.973802
1466	8614.890993
1467	8612.541506
1468	8608.031877
1469	8603.481309
1470	8596.017482
1471	8594.354102
1472	8589.277661
1473	8586.362765
1474	8583.22558
1475	8579.389825
1476	8569.225706
1477	8567.687506
1478	8561.289091
1479	8556.65752
1480	8554.951911
1481	8546.619634
1482	8545.833127
1483	8543.112316
1484	8538.144002
1485	8537.748213
1486	8530.952085
1487	8528.514841
1488	8524.294567
1489	8520.95514
1490	8515.062121
1491	8513.081518
1492	8504.386673
1493	8502.45354
1494	8498.627975
1495	8492.95076
1496	8487.94364
1497	8483.555438
1498	8480.705383
1499	8475.856618
1500	8472.372681
1501	8471.317296
1502	8468.211376
1503	8465.790156
1504	8462.29533
1505	8460.012008
1506	8456.428687
1507	8449.769549
1508	8444.581065
1509	8441.661334
1510	8437.554534
1511	8431.667945
1512	8424.191718
1513	8423.058005
1514	8418.404709
1515	8413.556594
1516	8408.606504
1517	8405.941755
1518	8405.05692
1519	8401.093131
1520	8396.984055
1521	8395.212959
1522	8392.691826
1523	8388.611789
1524	8384.465253
1525	8380.974457
1526	8377.216782
1527	8371.401117
1528	8370.728097
1529	8369.480213
1530	8364.632456
1531	8361.722356
1532	8355.819928
1533	8352.918956
1534	8351.517159
1535	8348.326616
1536	8344.975947
1537	8342.471486
1538	8339.97732
1539	8336.655117
1540	8332.179678
1541	8328.865666
1542	8324.177142
1543	8322.844821
1544	8321.305077
1545	8316.089294
1546	8312.353604
1547	8306.935452
1548	8301.756111
1549	8297.649094
1550	8296.68219
1551	8292.927965
1552	8291.104099
1553	8288.250586
1554	8283.901971
1555	8278.685867
1556	8273.660175
1557	8267.071777
1558	8264.828837
1559	8261.306284
1560	8259.757863
1561	8257.519378
1562	8254.342347
1563	8250.556988
1564	8242.752611
1565	8237.723255
1566	8235.076553
1567	8232.270651
1568	8228.90218
1569	8222.018306
1570	8219.001397
1571	8215.428696
1572	8210.402233
1573	8207.529892
1574	8201.932471
1575	8197.010765
1576	8196.393066
1577	8193.40965
1578	8190.955268
1579	8186.289575
1580	8183.657741
1581	8182.657541
1582	8179.386747
1583	8175.675075
1584	8168.996802
1585	8164.354162
1586	8160.63231
1587	8157.919291
1588	8155.200614
1589	8151.488413
1590	8147.781081
1591	8144.881207
1592	8143.861887
1593	8139.045245
1594	8135.04439
1595	8130.272165
1596	8125.134919
1597	8121.214524
1598	8117.747833
1599	8116.277192
1600	8115.537286
1601	8110.829512
1602	8106.741694
1603	8099.895332
1604	8098.374392
1605	8095.694981
1606	8089.252811
1607	8083.033589
1608	8080.581456
1609	8077.785662
1610	8075.15011
1611	8073.474937
1612	8069.565557
1613	8065.202099
1614	8060.100982
1615	8057.645163
1616	8051.646852
1617	8047.839089
1618	8044.208587
1619	8039.170215
1620	8036.907613
1621	8031.877716
1622	8027.862095
1623	8024.545988
1624	8023.897101
1625	8016.758662
1626	8014.954559
1627	8008.871634
1628	8006.936859
1629	8000.784971
1630	7996.777716
1631	7993.902259
1632	7990.151093
1633	7988.099685
1634	7985.282789
1635	7979.909297
1636	7978.597436
1637	7975.920838
1638	7974.487693
1639	7968.106514
1640	7963.195595
1641	7960.91807
1642	7960.214586
1643	7956.59969
1644	7953.814509
1645	7950.269847
1646	7946.825545
1647	7944.676854
1648	7940.899785
1649	7936.923629
1650	7935.459848
1651	7933.417807
1652	7930.263559
1653	7927.809166
1654	7925.506547
1655	7919.092309
1656	7916.076652
1657	7912.369734
1658	7909.510571
1659	7906.358456
1660	7904.572944
1661	7903.376943
1662	7901.206345
1663	7898.199247
1664	7894.642786
