iter	Passed	Remaining
1181	2690	7551
1182	2692	7548
1183	2694	7545
1184	2695	7541
1185	2698	7539
1186	2700	7537
1187	2702	7534
1188	2704	7531
1189	2706	7529
1190	2708	7525
1191	2710	7521
1192	2712	7518
1193	2714	7517
1194	2716	7513
1195	2718	7510
1196	2720	7507
1197	2722	7503
1198	2724	7500
1199	2726	7496
1200	2728	7493
1201	2730	7491
1202	2732	7488
1203	2734	7485
1204	2736	7482
1205	2738	7479
1206	2740	7476
1207	2742	7473
1208	2744	7470
1209	2746	7468
1210	2748	7465
1211	2750	7461
1212	2752	7458
1213	2754	7455
1214	2756	7452
1215	2758	7448
1216	2760	7446
1217	2762	7444
1218	2765	7442
1219	2767	7439
1220	2769	7436
1221	2771	7434
1222	2773	7430
1223	2774	7426
1224	2776	7423
1225	2779	7421
1226	2780	7417
1227	2782	7413
1228	2783	7409
1229	2786	7406
1230	2787	7403
1231	2789	7399
1232	2791	7396
1233	2793	7394
1234	2795	7390
1235	2797	7387
1236	2799	7384
1237	2801	7381
1238	2803	7378
1239	2805	7376
1240	2807	7372
1241	2809	7370
1242	2811	7366
1243	2813	7363
1244	2815	7360
1245	2817	7358
1246	2819	7354
1247	2821	7351
1248	2823	7348
1249	2825	7346
1250	2827	7343
1251	2829	7341
1252	2831	7336
1253	2833	7333
1254	2835	7331
1255	2837	7328
1256	2839	7325
1257	2841	7322
1258	2843	7319
1259	2845	7317
1260	2847	7314
1261	2849	7311
1262	2851	7308
1263	2853	7305
1264	2855	7301
1265	2856	7297
1266	2859	7295
1267	2861	7292
1268	2863	7289
1269	2865	7287
1270	2867	7284
1271	2869	7281
1272	2871	7278
1273	2873	7275
1274	2875	7273
1275	2877	7271
1276	2879	7267
1277	2881	7263
1278	2882	7259
1279	2884	7257
1280	2886	7254
1281	2888	7251
1282	2891	7249
1283	2892	7245
1284	2894	7242
1285	2896	7238
1286	2898	7235
1287	2900	7232
1288	2902	7229
1289	2904	7227
1290	2906	7225
1291	2908	7222
1292	2910	7219
1293	2912	7216
1294	2914	7213
1295	2916	7210
1296	2918	7207
1297	2920	7204
1298	2923	7203
1299	2925	7200
1300	2927	7197
1301	2928	7193
1302	2930	7189
1303	2932	7186
1304	2934	7183
1305	2936	7180
1306	2938	7179
1307	2941	7178
1308	2943	7176
1309	2945	7172
1310	2947	7169
1311	2949	7166
1312	2951	7163
1313	2953	7160
1314	2955	7158
1315	2957	7155
1316	2959	7152
1317	2961	7149
1318	2962	7145
1319	2964	7142
1320	2966	7139
1321	2968	7136
1322	2970	7133
1323	2972	7130
1324	2974	7127
1325	2976	7125
1326	2978	7122
1327	2980	7118
1328	2981	7115
1329	2983	7111
1330	2986	7109
1331	2988	7107
1332	2990	7104
1333	2992	7101
1334	2994	7098
1335	2996	7096
1336	2998	7093
1337	3000	7090
1338	3002	7088
1339	3004	7085
1340	3006	7082
1341	3008	7079
1342	3010	7076
1343	3012	7074
1344	3014	7071
1345	3016	7068
1346	3018	7066
1347	3021	7063
1348	3022	7060
1349	3024	7057
1350	3026	7054
1351	3028	7051
1352	3030	7048
1353	3032	7046
1354	3034	7043
1355	3036	7040
1356	3038	7037
1357	3040	7034
1358	3042	7031
1359	3043	7027
1360	3045	7023
1361	3047	7021
1362	3049	7018
1363	3051	7015
1364	3053	7013
1365	3055	7010
1366	3057	7007
1367	3059	7005
1368	3061	7001
1369	3063	6999
1370	3065	6995
1371	3067	6994
1372	3069	6990
1373	3071	6987
1374	3073	6985
1375	3075	6982
1376	3077	6979
1377	3079	6977
1378	3081	6975
1379	3084	6972
1380	3086	6969
1381	3087	6966
1382	3089	6963
1383	3091	6960
1384	3093	6956
1385	3094	6953
1386	3097	6950
1387	3100	6950
1388	3102	6949
1389	3104	6946
1390	3106	6943
1391	3108	6940
1392	3110	6937
1393	3112	6935
1394	3114	6933
1395	3117	6931
1396	3119	6929
1397	3121	6926
1398	3123	6922
1399	3125	6920
1400	3127	6917
1401	3129	6915
1402	3131	6913
1403	3134	6911
1404	3136	6908
1405	3138	6906
1406	3140	6902
1407	3142	6900
1408	3143	6897
1409	3145	6893
1410	3147	6891
1411	3149	6887
1412	3151	6884
1413	3152	6881
1414	3155	6878
1415	3157	6875
1416	3159	6873
1417	3160	6870
1418	3162	6867
1419	3164	6864
1420	3166	6861
1421	3168	6858
1422	3170	6855
1423	3172	6852
1424	3174	6849
1425	3176	6847
1426	3178	6845
1427	3180	6842
1428	3182	6839
1429	3184	6836
1430	3186	6833
1431	3188	6831
1432	3190	6828
1433	3192	6825
1434	3194	6822
1435	3196	6820
1436	3198	6817
1437	3200	6814
1438	3201	6810
1439	3203	6807
1440	3205	6804
1441	3207	6801
1442	3209	6798
1443	3211	6796
1444	3213	6793
1445	3215	6790
1446	3217	6788
1447	3219	6784
1448	3221	6782
1449	3223	6780
1450	3225	6777
1451	3227	6774
1452	3229	6772
1453	3231	6770
1454	3233	6767
1455	3235	6764
1456	3237	6762
1457	3239	6759
1458	3242	6757
1459	3244	6754
1460	3246	6753
1461	3248	6750
1462	3250	6747
1463	3252	6744
1464	3253	6741
1465	3255	6737
1466	3257	6734
1467	3259	6731
1468	3260	6728
1469	3263	6725
1470	3264	6722
1471	3266	6719
1472	3268	6716
1473	3270	6714
1474	3272	6712
